"                              Asparagus pastorianus  \
Sarcophaga sp. 1                          0             0              0  
Sarcophagidae sp.                         0             0              0  
Sarcophagidae sp. 2                       0             0              0  
Sarcophagidae sp. 7                       0             0              0  
Sciaridae sp.                             0             0              0  
Sciaridae sp. 4                           1             0              0  
Sphecidae sp.                             0             0              0  
Tachinidae sp. 1                          0             0              0  
Tapinoma nigerrimum                       3             0              1  
Tephritidae sp. 1                         0             0              0  
Tethinidae sp. 2                          0             0              0  
Themnothorax productus                    0             0              0  
Thysanoptera sp.                          0             0              0  
Troglops sp.                              0             0              0  
Urelliosoma guimari                       0             0              0  
Urellliosoma sp.                          0             0              0  "
"                         Euphorbia balsamifera (f)  Euphorbia balsamifera (m)  \
Anaspis proteus                                  0                          0   
Anthophora alluaudi                              0                          0   
Aphthona wachnitzae                              0                         10   
Araneae sp. 1                                    1                          0   
Attagenus abbreviatus                            0                          0   
Attalus olivensis                                0                          5   
Aulacoderus canariensis                          4                         10   
Campiglossa martii                               0                          0   
Camponotus cfr. feae                             0                          0   
Camponotus feae                                  0                          0   
Cecidomyiidae sp.                                0                          1   
Cephalodromia sp.                                0                          0   
Chetogena acuminata                              0                          0   
Chloropidae sp. 2                                0                          1   
Chrysomya albiceps                               1                          0   
Dasytes lanzarotensis                            0                          0   
Dischistus atlanticus                            0                          0   
Eurytoma sp. 2                                   0                          0   
Lasioglossum loetum                              0                          0   
Lucilia sericata                                 0                          4   
Milichiidae sp.                                  0                          1   
Musca osiris                                     1                          0   
Nyctia lugubris                                  0                          1   
Paragus tibialis                                 0                          0   
Phyto nigrobarbata                               0                          1   
Plagiolepis schmitzii                           45                         53   
Proconura sp. 2                                  0                          0   
Pteromalus sp. 2                                 0                          0   
Sarcophagidae sp. 4                              0                          0   
Sarcophagidae sp. 5                              0                         18   
Sarcophagidae sp. 6                              0                          0   
Scaptomyza sp. 2                                 0                          1   
Sciaridae sp.                                    0                          6   
Tachyagetes aemulans                             0                          1   
Tetramesa sp.                                    0                          0   
Thysanoptera sp. 1                               0                         21   
Thysanoptera sp. 2                               0                          0   
Thysanoptera sp. 4                               0                          0   
Urelliosoma guimari                              0                          0   

                         Helianthemum canariensis  Launaea arborescens  \
Anaspis proteus                                 0                    2   
Anthophora alluaudi                             0                    1   
Aphthona wachnitzae                             0                    1   
Araneae sp. 1                                   0                    0   
Attagenus abbreviatus                           0                    1   
Attalus olivensis                               0                    3   
Aulacoderus canariensis                         0                    4   
Campiglossa martii                              0                    2   
Camponotus cfr. feae                            0                    2   
Camponotus feae                                 0                    0   
Cecidomyiidae sp.                               0                    0   
Cephalodromia sp.                               0                    1   
Chetogena acuminata                             0                    0   
Chloropidae sp. 2                               0                    0   
Chrysomya albiceps                              0                    0   
Dasytes lanzarotensis                           0                    6   
Dischistus atlanticus                           1                    1   
Eurytoma sp. 2                                  0                    1   
Lasioglossum loetum                             0                    1   
Lucilia sericata                                0                    6   
Milichiidae sp.                                 0                    0   
Musca osiris                                    0                    0   
Nyctia lugubris                                 0                    0   
Paragus tibialis                                0                    1   
Phyto nigrobarbata                              0                    0   
Plagiolepis schmitzii                           0                   12   
Proconura sp. 2                                 0                    1   
Pteromalus sp. 2                                0                    7   
Sarcophagidae sp. 4                             2                    0   
Sarcophagidae sp. 5                             0                    0   
Sarcophagidae sp. 6                             0                    1   
Scaptomyza sp. 2                                0                    0   
Sciaridae sp.                                   0                    3   
Tachyagetes aemulans                            0                    0   
Tetramesa sp.                                   0                    0   
Thysanoptera sp. 1                              0                    0   
Thysanoptera sp. 2                              6                    2   
Thysanoptera sp. 4                              0                    0   
Urelliosoma guimari                             0                    2   

                         Lycium intricatum  Phagnalon purpurascens  \
Anaspis proteus                          0                       0   
Anthophora alluaudi                      5                       0   
Aphthona wachnitzae                      0                       0   
Araneae sp. 1                            0                       0   
Attagenus abbreviatus                    0                       0   
Attalus olivensis                        0                       0   
Aulacoderus canariensis                  0                       0   
Campiglossa martii                       0                       0   
Camponotus cfr. feae                     1                       0   
Camponotus feae                          1                       0   
Cecidomyiidae sp.                        0                       0   
Cephalodromia sp.                        0                       0   
Chetogena acuminata                      0                       0   
Chloropidae sp. 2                        0                       0   
Chrysomya albiceps                       0                       0   
Dasytes lanzarotensis                    0                       0   
Dischistus atlanticus                    0                       0   
Eurytoma sp. 2                           0                       0   
Lasioglossum loetum                      0                       0   
Lucilia sericata                         0                       0   
Milichiidae sp.                          0                       0   
Musca osiris                             0                       0   
Nyctia lugubris                          0                       0   
Paragus tibialis                         0                       0   
Phyto nigrobarbata                       0                       0   
Plagiolepis schmitzii                    0                       0   
Proconura sp. 2                          0                       0   
Pteromalus sp. 2                         0                       0   
Sarcophagidae sp. 4                      0                       0   
Sarcophagidae sp. 5                      0                       0   
Sarcophagidae sp. 6                      0                       0   
Scaptomyza sp. 2                         0                       0   
Sciaridae sp.                            0                       0   
Tachyagetes aemulans                     0                       0   
Tetramesa sp.                            0                       1   
Thysanoptera sp. 1                       1                       0   
Thysanoptera sp. 2                       1                       0   
Thysanoptera sp. 4                       1                       0   
Urelliosoma guimari                      0                       0   

                         Salvia aegyptiaca  
Anaspis proteus                          0  
Anthophora alluaudi                      1  
Aphthona wachnitzae                      0  
Araneae sp. 1                            0  
Attagenus abbreviatus                    0  
Attalus olivensis                        0  
Aulacoderus canariensis                  0  
Campiglossa martii                       0  
Camponotus cfr. feae                     0  
Camponotus feae                          0  
Cecidomyiidae sp.                        0  
Cephalodromia sp.                        0  
Chetogena acuminata                      1  
Chloropidae sp. 2                        0  
Chrysomya albiceps                       0  
Dasytes lanzarotensis                    0  
Dischistus atlanticus                    0  
Eurytoma sp. 2                           0  
Lasioglossum loetum                      0  
Lucilia sericata                         0  
Milichiidae sp.                          0  
Musca osiris                             0  
Nyctia lugubris                          0  
Paragus tibialis                         0  
Phyto nigrobarbata                       0  
Plagiolepis schmitzii                    0  
Proconura sp. 2                          0  
Pteromalus sp. 2                         0  
Sarcophagidae sp. 4                      2  
Sarcophagidae sp. 5                      0  
Sarcophagidae sp. 6                      0  
Scaptomyza sp. 2                         0  
Sciaridae sp.                            0  
Tachyagetes aemulans                     0  
Tetramesa sp.                            0  
Thysanoptera sp. 1                       0  
Thysanoptera sp. 2                       0  
Thysanoptera sp. 4                       0  
Urelliosoma guimari                      0  "
"                         Euphorbia balsamifera (f)  Euphorbia balsamifera (m)  \
Anaspis cf. eversi                               0                          0   
Anaspis proteus                                  0                          2   
Anthophora alluaudi                              0                          0   
Aphthona wachnitzae                              1                          1   
Asteia caesia                                    0                          3   
Attalus chrysanthemi                             0                          0   
Attalus olivensis                                0                          9   
Aulacoderus canariensis                          2                          8   
Blaesoxipha sp. 1                                4                          0   
Campiglossa martii                               0                          0   
Camponotus cfr. feae                             0                          0   
Chalicodoma sicula                               0                          0   
Chetogena acuminata                              0                          0   
Chloropidae sp. 1                                0                          0   
Chrysomya albiceps                               2                          0   
Cryptocephalus nubigena                          0                          3   
Diglyphus chabrias                               0                          0   
Dischistus atlanticus                            1                          0   
Eurytoma sp. 1                                   0                          0   
Geometridae sp. 2                                0                          0   
Goniozus sp.                                     0                          0   
Leptochilus fortunatus                           0                          0   
Lucilia sericata                                 0                          3   
Oscinimorpha sp.                                 0                          0   
Phalacrus coruscus                               0                          1   
Plagiolepis schmitzii                           62                         90   
Platypalpus sp. 1                                0                          1   
Pteromalus sp. 2                                 0                          0   
Sapromyza sp.                                    0                          2   
Sarcophagidae sp. 4                              1                          3   
Sarcophagidae sp. 5                              1                          0   
Sarcophagidae sp. 6                              0                          0   
Sciaridae sp.                                    8                          2   
Tethinidae sp. 3                                 0                          1   
Tetramesa sp.                                    0                          1   
Thysanoptera sp. 1                               0                         53   
Thysanoptera sp. 2                               0                          0   
Urelliosoma guimari                              0                          0   

                         Helianthemum canariensis  Kickxia heterophylla  \
Anaspis cf. eversi                              0                     0   
Anaspis proteus                                 0                     0   
Anthophora alluaudi                             0                     0   
Aphthona wachnitzae                             0                     0   
Asteia caesia                                   0                     0   
Attalus chrysanthemi                            0                     0   
